datetime,predicted_level,lower_bound,upper_bound,corrected_level,corrected_lower,corrected_upper
2026-04-08 00:00:00,2.7356082874957495,2.5186825994817075,2.95820831837628,3.2827299449948995,3.022419119378049,3.5498499820515357
2026-04-08 01:00:00,2.554286942668908,2.340899073434946,2.7615442719360925,3.06514433120269,2.809078888121935,3.313853126323311
2026-04-08 02:00:00,2.3495470961425933,2.1459203615698446,2.5559194388536732,2.8194565153711117,2.5751044338838134,3.067103326624408
2026-04-08 03:00:00,2.1797116588393886,1.9540251614089506,2.395531858340301,2.615653990607266,2.3448301936907407,2.8746382300083613
2026-04-08 04:00:00,2.070885676203764,1.870844511291211,2.2845922482461067,2.485062811444517,2.245013413549453,2.741510697895328
2026-04-08 05:00:00,2.0042334574354217,1.7842501858857172,2.2125146989887874,2.4050801489225058,2.1411002230628604,2.655017638786545
2026-04-08 06:00:00,1.9441281213375126,1.7365274145918905,2.1540701627706293,2.332953745605015,2.0838328975102685,2.584884195324755
2026-04-08 07:00:00,1.8780018736218826,1.6698308415390333,2.0857613754989393,2.253602248346259,2.00379700984684,2.502913650598727
2026-04-08 08:00:00,1.8295090959354945,1.6276590430750846,2.025786046233676,2.195410915122593,1.9531908516901013,2.430943255480411
2026-04-08 09:00:00,1.834616725450323,1.6110310786377087,2.0493802735307236,2.2015400705403874,1.9332372943652503,2.4592563282368682
2026-04-08 10:00:00,1.9067064371804452,1.6998960679537176,2.108597531196199,2.288047724616534,2.039875281544461,2.530317037435439
2026-04-08 11:00:00,2.025656306820955,1.8048441562295916,2.2245615207872773,2.430787568185146,2.1658129874755097,2.6694738249447325
2026-04-08 12:00:00,2.159618113093065,1.9475569340185968,2.3596418846859137,2.591541735711678,2.337068320822316,2.831570261623096
2026-04-08 13:00:00,2.2945345971933278,2.0848499859787397,2.4901320278206622,2.753441516631993,2.5018199831744874,2.9881584333847946
2026-04-08 14:00:00,2.4397363388028124,2.2245825695262917,2.6429404595229355,2.9276836065633747,2.66949908343155,3.1715285514275227
2026-04-08 15:00:00,2.6044524787904644,2.379232553943956,2.8248796978306085,3.1253429745485573,2.855079064732747,3.3898556373967303
2026-04-08 16:00:00,2.7718634596218372,2.550342500074601,2.991951753785003,3.3262361515462047,3.060411000089521,3.5903421045420036
2026-04-08 17:00:00,2.9010926203673217,2.678074527787606,3.120186278976373,3.481311144440786,3.2136894333451274,3.7442235347716473
2026-04-08 18:00:00,2.9587416157410895,2.746207823802438,3.1673799107847898,3.5504899388893074,3.2954493885629255,3.8008558929417475
2026-04-08 19:00:00,2.9494637175334386,2.7379702510221606,3.171399502897335,3.5393564610401262,3.2855643012265925,3.805679403476802
2026-04-08 20:00:00,2.9131646521532506,2.6990914286969647,3.1243431412269906,3.4957975825839007,3.2389097144363577,3.7492117694723888
2026-04-08 21:00:00,2.8881962529885867,2.662067071082124,3.1033071898384597,3.465835503586304,3.194480485298549,3.7239686278061512
2026-04-08 22:00:00,2.874412298514569,2.6597329543827186,3.1061731158372936,3.4492947582174827,3.1916795452592623,3.727407739004752
2026-04-08 23:00:00,2.8322971836968236,2.6094276356128496,3.046736671550762,3.3987566204361883,3.1313131627354194,3.6560840058609143
2026-04-09 00:00:00,2.7208535339048705,2.4976941474427474,2.927553588292794,3.2650242406858445,2.9972329769312966,3.5130643059513527
2026-04-09 01:00:00,2.5395321890768825,2.311253631404115,2.763856380510531,3.047438626892259,2.773504357684938,3.316627656612637
2026-04-09 02:00:00,2.3347923425506525,2.1086570474458814,2.5551448305681568,2.8017508110607827,2.5303884569350577,3.066173796681788
2026-04-09 03:00:00,2.164956905249513,1.9405610222225482,2.3758706153772664,2.5979482862994154,2.328673226667058,2.8510447384527198
2026-04-09 04:00:00,2.056130922614264,1.8330355565668845,2.2632884121393704,2.4673571071371168,2.199642667880261,2.7159460945672445
2026-04-09 05:00:00,1.9894787038465909,1.757746817997753,2.215245581220731,2.387374444615909,2.1092961815973035,2.658294697464877
2026-04-09 06:00:00,1.9293733677486278,1.6976789272769006,2.1549391764524115,2.315248041298353,2.037214712732281,2.5859270117428936
2026-04-09 07:00:00,1.8632471200327914,1.63268731473592,2.066831528025387,2.2358965440393495,1.959224777683104,2.480197833630464
2026-04-09 08:00:00,1.8147543423471433,1.5757768627875368,2.0395938677759298,2.1777052108165718,1.8909322353450442,2.4475126413311155
2026-04-09 09:00:00,1.8198619718622844,1.5743099387241293,2.053533907275088,2.1838343662347413,1.889171926468955,2.4642406887301056
2026-04-09 10:00:00,1.8919516835951755,1.6552738716194608,2.103630268892935,2.2703420203142106,1.986328645943353,2.524356322671522
2026-04-09 11:00:00,2.0109015532345946,1.7588652581375226,2.239434763343257,2.4130818638815135,2.110638309765027,2.6873217160119087
2026-04-09 12:00:00,2.144863359507115,1.9130772573161456,2.3754857895281325,2.573836031408538,2.2956927087793746,2.8505829474337587
2026-04-09 13:00:00,2.27977984360771,2.0327484284702195,2.498632939515896,2.735735812329252,2.4392981141642633,2.998359527419075
2026-04-09 14:00:00,2.4249815852084255,2.1839757017429555,2.67165178327898,2.9099779022501107,2.6207708420915465,3.205982139934776
2026-04-09 15:00:00,2.589697725204305,2.3327317568259645,2.8313240304346197,3.1076372702451662,2.799278108191157,3.3975888365215434
2026-04-09 16:00:00,2.757108706035993,2.512784964066448,2.9883986962189417,3.3085304472431916,3.0153419568797375,3.58607843546273
2026-04-09 17:00:00,2.8863378667752304,2.61853007046716,3.112681285747499,3.4636054401302765,3.142236084560592,3.7352175428969985
2026-04-09 18:00:00,2.9439868621520047,2.6925443086630385,3.179553253945047,3.5327842345824054,3.231053170395646,3.8154639047340564
2026-04-09 19:00:00,2.93470896394442,2.685794714689629,3.1737877782069632,3.5216507567333037,3.2229536576275546,3.8085453338483557
2026-04-09 20:00:00,2.8984098985662925,2.645043887665835,3.122022801780965,3.478091878279551,3.1740526651990018,3.7464273621371578
2026-04-09 21:00:00,2.873441499400872,2.6037115287485193,3.1041350281192424,3.448129799281046,3.124453834498223,3.7249620337430907
2026-04-09 22:00:00,2.859657544927021,2.5977380339093497,3.0999806548351048,3.4315890539124254,3.1172856406912195,3.7199767858021255
2026-04-09 23:00:00,2.81754243010666,2.5707991119456985,3.0490732495753665,3.381050916127992,3.0849589343348383,3.6588878994904395
2026-04-10 00:00:00,2.706098780322462,2.446301197419808,2.9585488578902837,3.2473185363869543,2.9355614369037695,3.5502586294683405
2026-04-10 01:00:00,2.524777435496535,2.2667864614421416,2.7803330201702217,3.029732922595842,2.7201437537305697,3.3363996242042657
2026-04-10 02:00:00,2.3200375889587113,2.0233080150921423,2.567056581207875,2.7840451067504532,2.4279696181105708,3.08046789744945
2026-04-10 03:00:00,2.150202151658709,1.8619143723326714,2.404237259918797,2.5802425819904506,2.2342972467992057,2.885084711902556
2026-04-10 04:00:00,2.041376169029152,1.7615304719992182,2.310765790618965,2.4496514028349825,2.113836566399062,2.772918948742758
2026-04-10 05:00:00,1.9747239502577598,1.7070780679635558,2.2062949423687948,2.3696687403093115,2.0484936815562667,2.6475539308425535
2026-04-10 06:00:00,1.9146186141579393,1.6406056595740237,2.1847916358337067,2.297542336989527,1.9687267914888285,2.621749963000448
2026-04-10 07:00:00,1.8484923664469655,1.5360517574751558,2.107324891854359,2.2181908397363586,1.8432621089701868,2.5287898702252307
2026-04-10 08:00:00,1.7999995887583011,1.5145350947596476,2.054176618835135,2.159999506509961,1.817442113711577,2.465011942602162
2026-04-10 09:00:00,1.8051072182742458,1.4961211622106496,2.0785348517276714,2.1661286619290947,1.7953453946527795,2.4942418220732057
2026-04-10 10:00:00,1.8771969300081026,1.5829685564365836,2.150905688931834,2.252636316009723,1.8995622677239004,2.581086826718201
2026-04-10 11:00:00,1.996146799649162,1.6814793853315417,2.2725563893230802,2.395376159578994,2.01777526239785,2.727067667187696
2026-04-10 12:00:00,2.1301086059211656,1.835572576842822,2.4054596071331438,2.556130327105399,2.202687092211386,2.8865515285597723
2026-04-10 13:00:00,2.265025090020469,1.961339166757269,2.5552959513025226,2.718030108024563,2.3536070001087226,3.0663551415630272
2026-04-10 14:00:00,2.4102268316231426,2.1034199274824084,2.711413892482957,2.892272197947771,2.52410391297889,3.2536966709795485
2026-04-10 15:00:00,2.574942971619074,2.2662350516676955,2.8441602581535737,3.089931565942889,2.7194820620012345,3.4129923097842885
2026-04-10 16:00:00,2.7423539524501486,2.409729757279592,3.030715140290455,3.290824742940178,2.89167570873551,3.636858168348546
2026-04-10 17:00:00,2.871583113188128,2.537141486214835,3.1687377450243175,3.4458997358257535,3.0445697834578023,3.802485294029181
2026-04-10 18:00:00,2.929232108565401,2.615794366628972,3.21412533385483,3.515078530278481,3.138953239954766,3.856950400625796
2026-04-10 19:00:00,2.9199542103554013,2.604147775032236,3.2265814857077877,3.5039450524264812,3.124977330038683,3.871897782849345
2026-04-10 20:00:00,2.883655144977567,2.5570596971178077,3.184337966517561,3.46038617397308,3.068471636541369,3.821205559821073
2026-04-10 21:00:00,2.858686745812746,2.5140489391508516,3.1794505509293973,3.430424094975295,3.0168587269810216,3.8153406611152767
2026-04-10 22:00:00,2.844902791338871,2.4824810651425473,3.1417965986200134,3.413883349606645,2.978977278171057,3.770155918344016
2026-04-10 23:00:00,2.802787676521177,2.4385022363383446,3.1176836073640457,3.3633452118254126,2.9262026836060135,3.741220328836855
